Candidate Name,Website,Facebook,Twitter,Instagram,City,State,Name of race
Miranda Schubert,https://mirandaforward6.com/,https://www.facebook.com/mirandaforward6tucson,https://twitter.com/mirandaforward6,https://www.instagram.com/mirandaforward6tucson/,,AZ,"Tucson City Council, Ward 6"
Christopher Jaramillo,https://sites.google.com/view/chrisjfornasdschoolboard/home,https://www.facebook.com/votechrisj,,,,PA,Norristown Area School District Board of School Directors
Lydia Laythe,,https://www.facebook.com/electlydialaythe/,,https://www.instagram.com/electlydialaythe/,,PA,"Erie County Council, District 6"
Jason Dozier,https://votedozier.com,https://www.facebook.com/votejasondozier,https://twitter.com/votejasondozier,https://www.instagram.com/votejasondozier,,GA,"Atlanta City Council, District 4"
Aryeh Alex,https://www.aryehalex.com,https://www.facebook.com/citizensforalex/,https://twitter.com/iaryeh,https://www.instagram.com/citizens_for_alex,,OH,Franklin Township Trustee
Amanda FarÃ­as,https://www.amandafarias.nyc/,https://www.facebook.com/amandafariasnyc/,https://twitter.com/amandafariasnyc,https://www.instagram.com/amandafarias.nyc/,,NY,"New York City Council, District 18"
Briana Sewell,https://sewellfordelegate.com,,,,,VA,"Virginia House of Delegates, District 51"
Marjorie VelÃ¡zquez,https://www.mvelaz.nyc/,https://www.facebook.com/mvelaznyc,https://twitter.com/mvelaznyc,https://www.instagram.com/mvelaznyc/,,NY,"New York City Council, District 13"
Jaslin Kaur,https://jaslinkaur.nyc/,https://www.facebook.com/jaslinforqueens,https://twitter.com/jaslinforqueens,https://www.instagram.com/jaslinforqueens/,,NY,"New York City Council, District 23"
Nantasha Williams,http://www.nantasha2021.com,https://www.facebook.com/nantasha2021,https://twitter.com/nantasha2021,https://www.instagram.com/nantasha2021,,NY,"New York City Council, District 27"
Felicia Singh,https://www.felicia2021.com/,https://www.facebook.com/feliciasingh2021,https://twitter.com/fsingh_nyc,https://www.instagram.com/feliciasingh2021/,,NY,"New York City Council, District 32"
Jennifer Gutierrez,https://www.jennifergutierrez2021.com/,,https://twitter.com/jengutierreznyc,https://www.instagram.com/jengutierreznyc/,,NY,"New York City Council, District 34"
Juan Ardila,https://www.juanforthepeople.com/,https://www.facebook.com/juanardilanyc/photos/p.100707361549371/100707361549371/?type=1&theater,https://twitter.com/juanardilanyc?lang=en,https://www.instagram.com/juanardila_nyc/?hl=en,,NY,"New York City Council, District 30"
David Snyder,http://www.davidsnyderformayor.com,https://www.facebook.com/davidsnyderformayor,https://twitter.com/dsnyderformayor,https://www.instagram.com/davidsnyderformayor,,NY,Mayor of Saratoga Springs
Crystal Hudson,https://www.crystalforbk.com/,https://www.facebook.com/crystalforbk,https://twitter.com/crystalrhudson,https://www.instagram.com/chudchud/,,NY,"New York City Council, District 35"
Tiffany CabÃ¡n,https://cabanforqueens.com,https://www.facebook.com/cabanforqueens,https://twitter.com/tiffany_caban,https://www.instagram.com/cabanforqueens/,,NY,"New York City Council, District 22"
Justin Bibb,http://www.bibbforcle.com,https://www.facebook.com/justinbibbforcle,https://twitter.com/bibbforcle,https://www.instagram.com/bibbforcle,,OH,Mayor of Cleveland
Amoy Barnes,https://www.amoybarnes.com,https://www.facebook.com/amoyforcouncil/,https://twitter.com/amoyforcouncil?lang=en,https://www.instagram.com/amoyforcouncil/,,NY,"New York City Council, District 49"
Danny Ceisler,https://www.ceislerforda.com,https://www.facebook.com/ceislerforda,,https://www.instagram.com/ceislerforda,,PA,Bucks County (PA) District Attorney
Amber Adler,http://amberadler.com/,https://www.facebook.com/theamberadler,https://twitter.com/amberadlernyc,,,NY,"New York City Council, District 48"
Sara Lind,https://www.saralind.nyc/,https://www.facebook.com/saralind2021,https://twitter.com/saraklind,https://www.instagram.com/saraklind/,,NY,"New York City Council, District 6"
Wilfredo Florentino,https://wilfredoflorentino.com/,https://www.facebook.com/wilfredoflorentinoeny/,https://twitter.com/wilfredobklyn,https://www.instagram.com/teamwilfredoflorentino/,,NY,"New York City Council, District 42"
Elisa Crespo,https://www.elisacrespo.com/,https://www.facebook.com/elisacrespony1,https://twitter.com/elisacresponyc,https://www.instagram.com/elisacresponyc,,NY,"New York City Council, District 15"
Shahana Hanif,https://shahanafrombk.com/,https://www.facebook.com/shahanafrombk,https://twitter.com/shahanafrombk,https://www.instagram.com/shahanafrombk/,,NY,"New York City Council, District 39"
Olivia Drabczyk,http://www.oliviadrabczyk.com,https://www.facebook.com/oliviaforsouthshore,https://twitter.com/oliviadrabczyk,https://www.instagram.com/oliviadrabczyk/,,NY,"New York City Council, District 51"
Althea Stevens,https://www.althea4citycouncil.org/,https://www.facebook.com/astevens16/,https://twitter.com/althea4thebx,https://www.instagram.com/althea_stevens_d16/,,NY,"New York City Council, District 16"
Zeke Rediker,http://zekeforjudge.com,https://www.facebook.com/zekeforjudge,https://twitter.com/zekeforjudge,https://www.instagram.com/zekeforjudge,,PA,Allegheny County Court of Common Pleas
Gerald T Reiner Jr.,http://www.reiner4teaneck.com,,,,,NJ,Teaneck Township Board of Education
A. Tom Hasani,http://www.tomhasani.com,https://www.facebook.com/tamim.hasani,,,,PA,"Upper Moreland Township Board of School Directors, At Large"
Kayla Cocci,,https://www.facebook.com/cocci-for-ridley-school-board-107411571389528,,https://www.instagram.com/cocciforschoolboard/,,PA,"Ridley School Board, At Large"
Sandy Nurse,https://sandyforcouncil.com/en/,https://www.facebook.com/sandyforcouncil21/,https://twitter.com/sandyforcouncil,https://www.instagram.com/sandyforcouncil21/,,NY,"New York City Council, District 37"
Lisa Smith,https://www.lisaforarvada.com/,https://www.facebook.com/lisaforarvada,https://twitter.com/lisasmitharvada,,,CO,"Arvada City Council, At-Large"
Halla Henderson,https://www.hallaforspps.com/,https://www.facebook.com/hallaforspps,https://twitter.com/hallaforspps,https://www.instagram.com/hallaforspps,,MN,"St. Paul School Board, At-Large"
Bob Murrell,http://bob4districta.com,https://www.facebook.com/bob4districta,https://twitter.com/bob4districta,https://www.instagram.com/bob4districta,,LA,"New Orleans City Council, District A"
Christopher Marte,https://www.votemarte.com,https://www.facebook.com/chrismartenyc,https://twitter.com/chrismartenyc,https://www.instagram.com/chrismartenyc,,NY,"New York City Council, District 1"
Kristin Andrzejewski,http://www.kristinforcouncil.com,https://www.facebook.com/kristinforsyrcouncil,,https://www.instagram.com/kristinforcouncil,,NY,"Syracuse Common Council, District 5"
Marti Gould Allen-Cummings,https://www.martiformanhattan.com/,https://www.facebook.com/martigcummings,https://twitter.com/martigcummings,https://www.instagram.com/martigcummings/,,NY,"New York City Council, District 7"
Dr. Priya Bhat-Patel,https://www.priyabhatpatel.com,https://www.facebook.com/drpriyabhatpatel,https://twitter.com/priyabhatpatel,https://www.instagram.com/priyabhatpatel/,,CA,"Carlsbad City Council, District 3"
